Date,Medicine,Sales,Drugstores
11/17/2016 17:00,M01AE,1.33,Drugstore B
11/17/2016 18:00,M01AE,0.0,Drugstore B
11/17/2016 21:00,M01AE,0.0,Drugstore B
11/18/2016 20:00,M01AE,1.0,Drugstore B
11/18/2016 23:00,M01AE,0.0,Drugstore B
11/19/2016 5:00,M01AE,0.0,Drugstore B
11/19/2016 6:00,M01AE,0.0,Drugstore B
11/19/2016 15:00,M01AE,0.0,Drugstore B
11/19/2016 20:00,M01AE,0.34,Drugstore B
11/20/2016 2:00,M01AE,0.0,Drugstore B
11/20/2016 10:00,M01AE,0.33,Drugstore B
11/20/2016 14:00,M01AE,0.0,Drugstore B
11/20/2016 19:00,M01AE,0.0,Drugstore B
11/21/2016 3:00,M01AE,0.0,Drugstore B
11/21/2016 13:00,M01AE,1.0,Drugstore B
11/22/2016 8:00,M01AE,0.0,Drugstore B
11/22/2016 16:00,M01AE,0.0,Drugstore B
11/22/2016 17:00,M01AE,0.0,Drugstore B
11/23/2016 14:00,M01AE,0.33,Drugstore B
11/23/2016 16:00,M01AE,1.0,Drugstore B
11/23/2016 17:00,M01AE,0.0,Drugstore B
11/24/2016 4:00,M01AE,0.0,Drugstore B
11/24/2016 8:00,M01AE,1.66,Drugstore B
11/24/2016 10:00,M01AE,0.0,Drugstore B
11/24/2016 11:00,M01AE,0.0,Drugstore B
11/25/2016 4:00,M01AE,0.0,Drugstore B
11/25/2016 13:00,M01AE,0.0,Drugstore B
11/25/2016 22:00,M01AE,0.0,Drugstore B
11/26/2016 5:00,M01AE,0.0,Drugstore B
11/26/2016 8:00,M01AE,0.33,Drugstore B
11/26/2016 13:00,M01AE,0.0,Drugstore B
11/26/2016 14:00,M01AE,0.0,Drugstore B
11/26/2016 15:00,M01AE,0.0,Drugstore B
11/27/2016 12:00,M01AE,0.33,Drugstore B
11/27/2016 13:00,M01AE,2.0,Drugstore B
11/27/2016 15:00,M01AE,0.0,Drugstore B
11/28/2016 0:00,M01AE,0.0,Drugstore B
11/28/2016 4:00,M01AE,0.0,Drugstore B
11/28/2016 10:00,M01AE,0.0,Drugstore B
11/28/2016 15:00,M01AE,0.0,Drugstore B
11/29/2016 0:00,M01AE,0.0,Drugstore B
11/29/2016 15:00,M01AE,0.0,Drugstore B
11/30/2016 17:00,M01AE,0.66,Drugstore B
11/30/2016 18:00,M01AE,0.0,Drugstore B
11/30/2016 23:00,M01AE,0.0,Drugstore B
12/1/2016 0:00,M01AE,0.0,Drugstore B
12/1/2016 8:00,M01AE,0.0,Drugstore B
12/1/2016 13:00,M01AE,0.0,Drugstore B
12/1/2016 17:00,M01AE,0.0,Drugstore B
12/1/2016 19:00,M01AE,0.033,Drugstore B
12/1/2016 21:00,M01AE,0.0,Drugstore B
12/1/2016 23:00,M01AE,0.0,Drugstore B
12/3/2016 1:00,M01AE,0.0,Drugstore B
12/3/2016 14:00,M01AE,0.0,Drugstore B
12/3/2016 21:00,M01AE,0.0,Drugstore B
12/4/2016 9:00,M01AE,1.33,Drugstore B
12/4/2016 16:00,M01AE,1.0,Drugstore B
12/4/2016 19:00,M01AE,2.0,Drugstore B
12/4/2016 20:00,M01AE,1.0,Drugstore B
12/4/2016 22:00,M01AE,0.0,Drugstore B
12/5/2016 7:00,M01AE,0.0,Drugstore B
12/5/2016 8:00,M01AE,0.0,Drugstore B
12/5/2016 17:00,M01AE,0.0,Drugstore B
12/5/2016 19:00,M01AE,0.34,Drugstore B
12/6/2016 17:00,M01AE,0.0,Drugstore B
12/6/2016 22:00,M01AE,0.0,Drugstore B
12/7/2016 3:00,M01AE,0.0,Drugstore B
12/7/2016 7:00,M01AE,0.0,Drugstore B
12/7/2016 12:00,M01AE,0.0,Drugstore B
12/7/2016 18:00,M01AE,0.0,Drugstore B
12/7/2016 19:00,M01AE,0.66,Drugstore B
12/7/2016 23:00,M01AE,0.0,Drugstore B
12/8/2016 2:00,M01AE,0.0,Drugstore B
12/8/2016 4:00,M01AE,0.0,Drugstore B
12/8/2016 7:00,M01AE,0.0,Drugstore B
12/8/2016 18:00,M01AE,0.0,Drugstore B
12/9/2016 3:00,M01AE,0.0,Drugstore B
12/9/2016 4:00,M01AE,0.0,Drugstore B
12/9/2016 7:00,M01AE,0.0,Drugstore B
12/9/2016 18:00,M01AE,0.0,Drugstore B
12/9/2016 19:00,M01AE,0.0,Drugstore B
12/10/2016 2:00,M01AE,0.0,Drugstore B
12/10/2016 10:00,M01AE,0.0,Drugstore B
12/10/2016 11:00,M01AE,0.0,Drugstore B
12/10/2016 12:00,M01AE,1.0,Drugstore B
12/10/2016 16:00,M01AE,0.0,Drugstore B
12/11/2016 9:00,M01AE,0.33,Drugstore B
12/11/2016 16:00,M01AE,0.0,Drugstore B
12/11/2016 20:00,M01AE,0.0,Drugstore B
12/11/2016 22:00,M01AE,0.0,Drugstore B
12/12/2016 5:00,M01AE,0.0,Drugstore B
12/12/2016 21:00,M01AE,0.0,Drugstore B
12/13/2016 8:00,M01AE,0.0,Drugstore B
12/13/2016 12:00,M01AE,0.0,Drugstore B
12/13/2016 16:00,M01AE,0.0,Drugstore B
12/13/2016 20:00,M01AE,0.0,Drugstore B
12/14/2016 2:00,M01AE,0.0,Drugstore B
12/14/2016 10:00,M01AE,0.0,Drugstore B
12/14/2016 12:00,M01AE,1.0,Drugstore B
12/14/2016 15:00,M01AE,0.0,Drugstore B
12/14/2016 20:00,M01AE,1.13,Drugstore B
12/15/2016 1:00,M01AE,0.0,Drugstore B
12/15/2016 3:00,M01AE,0.0,Drugstore B
12/15/2016 11:00,M01AE,1.0,Drugstore B
12/15/2016 18:00,M01AE,0.0,Drugstore B
12/15/2016 21:00,M01AE,1.0,Drugstore B
12/16/2016 7:00,M01AE,0.0,Drugstore B
12/16/2016 13:00,M01AE,1.0,Drugstore B
12/16/2016 17:00,M01AE,0.33,Drugstore B
12/16/2016 21:00,M01AE,0.0,Drugstore B
12/16/2016 23:00,M01AE,0.0,Drugstore B
12/17/2016 4:00,M01AE,0.0,Drugstore B
12/17/2016 12:00,M01AE,0.0,Drugstore B
12/17/2016 22:00,M01AE,0.0,Drugstore B
12/18/2016 9:00,M01AE,0.66,Drugstore B
12/18/2016 10:00,M01AE,1.0,Drugstore B
12/18/2016 15:00,M01AE,0.34,Drugstore B
12/18/2016 18:00,M01AE,0.34,Drugstore B
12/18/2016 20:00,M01AE,0.0,Drugstore B
12/18/2016 22:00,M01AE,0.0,Drugstore B
12/19/2016 6:00,M01AE,0.0,Drugstore B
12/19/2016 22:00,M01AE,0.0,Drugstore B
12/20/2016 5:00,M01AE,0.0,Drugstore B
12/20/2016 9:00,M01AE,0.0,Drugstore B
12/20/2016 10:00,M01AE,0.0,Drugstore B
12/20/2016 13:00,M01AE,0.0,Drugstore B
12/20/2016 19:00,M01AE,0.0,Drugstore B
12/20/2016 22:00,M01AE,0.0,Drugstore B
12/21/2016 6:00,M01AE,0.0,Drugstore B
12/21/2016 12:00,M01AE,0.0,Drugstore B
12/22/2016 0:00,M01AE,0.0,Drugstore B
12/22/2016 11:00,M01AE,0.33,Drugstore B
12/22/2016 16:00,M01AE,0.0,Drugstore B
12/22/2016 21:00,M01AE,0.34,Drugstore B
12/23/2016 3:00,M01AE,0.0,Drugstore B
12/23/2016 4:00,M01AE,0.0,Drugstore B
12/23/2016 7:00,M01AE,0.0,Drugstore B
12/23/2016 9:00,M01AE,0.0,Drugstore B
12/23/2016 11:00,M01AE,0.0,Drugstore B
12/23/2016 15:00,M01AE,0.0,Drugstore B
12/23/2016 17:00,M01AE,0.0,Drugstore B
12/23/2016 20:00,M01AE,1.0,Drugstore B
12/23/2016 23:00,M01AE,0.0,Drugstore B
12/24/2016 11:00,M01AE,2.0,Drugstore B
12/24/2016 20:00,M01AE,0.0,Drugstore B
12/25/2016 2:00,M01AE,0.0,Drugstore B
12/25/2016 9:00,M01AE,3.132,Drugstore B
12/25/2016 12:00,M01AE,0.33,Drugstore B
12/25/2016 16:00,M01AE,0.0,Drugstore B
12/26/2016 10:00,M01AE,0.0,Drugstore B
12/26/2016 15:00,M01AE,0.0,Drugstore B
12/26/2016 19:00,M01AE,1.0,Drugstore B
12/27/2016 4:00,M01AE,0.0,Drugstore B
12/27/2016 15:00,M01AE,0.0,Drugstore B
12/27/2016 16:00,M01AE,0.0,Drugstore B
12/27/2016 18:00,M01AE,0.0,Drugstore B
12/27/2016 19:00,M01AE,0.0,Drugstore B
12/27/2016 22:00,M01AE,0.0,Drugstore B
12/27/2016 23:00,M01AE,0.0,Drugstore B
12/28/2016 5:00,M01AE,0.0,Drugstore B
12/28/2016 9:00,M01AE,0.0,Drugstore B
12/28/2016 14:00,M01AE,0.33,Drugstore B
12/28/2016 20:00,M01AE,3.0,Drugstore B
12/29/2016 7:00,M01AE,0.0,Drugstore B
12/30/2016 6:00,M01AE,0.0,Drugstore B
12/30/2016 10:00,M01AE,0.33,Drugstore B
12/30/2016 13:00,M01AE,1.0,Drugstore B
12/30/2016 23:00,M01AE,0.0,Drugstore B
12/31/2016 6:00,M01AE,0.0,Drugstore B
12/31/2016 19:00,M01AE,0.0,Drugstore B
1/1/2017 7:00,M01AE,0.0,Drugstore B
1/1/2017 8:00,M01AE,0.0,Drugstore B
1/2/2017 1:00,M01AE,0.0,Drugstore B
1/2/2017 9:00,M01AE,0.0,Drugstore B
1/2/2017 14:00,M01AE,0.0,Drugstore B
1/2/2017 17:00,M01AE,0.0,Drugstore B
1/3/2017 4:00,M01AE,0.0,Drugstore B
1/3/2017 9:00,M01AE,0.20625,Drugstore B
1/3/2017 12:00,M01AE,0.0,Drugstore B
1/3/2017 13:00,M01AE,0.83125,Drugstore B
1/3/2017 20:00,M01AE,0.625,Drugstore B
1/4/2017 0:00,M01AE,0.0,Drugstore B
1/4/2017 8:00,M01AE,0.0,Drugstore B
1/4/2017 11:00,M01AE,0.0,Drugstore B
1/4/2017 13:00,M01AE,0.833333333,Drugstore B
1/5/2017 17:00,M01AE,1.25,Drugstore B
1/6/2017 17:00,M01AE,0.554166667,Drugstore B
1/6/2017 19:00,M01AE,0.1375,Drugstore B
1/7/2017 5:00,M01AE,0.0,Drugstore B
1/7/2017 7:00,M01AE,0.0,Drugstore B
1/7/2017 13:00,M01AE,1.25,Drugstore B
1/7/2017 14:00,M01AE,0.554166667,Drugstore B
1/7/2017 19:00,M01AE,0.0,Drugstore B
1/8/2017 21:00,M01AE,0.1375,Drugstore B
1/9/2017 9:00,M01AE,0.1375,Drugstore B
1/9/2017 10:00,M01AE,0.416666667,Drugstore B
1/9/2017 21:00,M01AE,0.0,Drugstore B
1/10/2017 10:00,M01AE,0.833333333,Drugstore B
1/10/2017 20:00,M01AE,0.975,Drugstore B
1/11/2017 13:00,M01AE,0.416666667,Drugstore B
1/12/2017 1:00,M01AE,0.0,Drugstore B
1/12/2017 5:00,M01AE,0.0,Drugstore B
1/13/2017 11:00,M01AE,0.0,Drugstore B
1/13/2017 17:00,M01AE,0.1375,Drugstore B
1/13/2017 18:00,M01AE,0.416666667,Drugstore B
1/14/2017 11:00,M01AE,0.0,Drugstore B
1/14/2017 12:00,M01AE,0.416666667,Drugstore B
1/14/2017 18:00,M01AE,0.416666667,Drugstore B
1/15/2017 1:00,M01AE,0.0,Drugstore B
1/15/2017 3:00,M01AE,0.0,Drugstore B
1/15/2017 4:00,M01AE,0.0,Drugstore B
1/15/2017 13:00,M01AE,0.141666667,Drugstore B
1/16/2017 5:00,M01AE,0.0,Drugstore B
1/16/2017 7:00,M01AE,0.0,Drugstore B
1/16/2017 8:00,M01AE,0.0,Drugstore B
1/16/2017 12:00,M01AE,0.833333333,Drugstore B
1/16/2017 14:00,M01AE,0.279166667,Drugstore B
1/17/2017 0:00,M01AE,0.0,Drugstore B
1/17/2017 1:00,M01AE,0.0,Drugstore B
1/17/2017 13:00,M01AE,0.1375,Drugstore B
1/17/2017 14:00,M01AE,0.0,Drugstore B
1/17/2017 18:00,M01AE,0.169166667,Drugstore B
1/17/2017 19:00,M01AE,0.416666667,Drugstore B
1/18/2017 0:00,M01AE,0.0,Drugstore B
1/18/2017 6:00,M01AE,0.0,Drugstore B
1/18/2017 17:00,M01AE,0.0,Drugstore B
1/18/2017 21:00,M01AE,0.554166667,Drugstore B
1/19/2017 0:00,M01AE,0.0,Drugstore B
1/19/2017 19:00,M01AE,0.141666667,Drugstore B
1/20/2017 2:00,M01AE,0.0,Drugstore B
1/20/2017 9:00,M01AE,0.416666667,Drugstore B
1/20/2017 16:00,M01AE,0.416666667,Drugstore B
1/20/2017 17:00,M01AE,0.1375,Drugstore B
1/22/2017 12:00,M01AE,0.691666667,Drugstore B
1/22/2017 20:00,M01AE,0.554166667,Drugstore B
1/24/2017 3:00,M01AE,0.0,Drugstore B
1/24/2017 15:00,M01AE,0.4675,Drugstore B
1/25/2017 1:00,M01AE,0.0,Drugstore B
1/25/2017 2:00,M01AE,0.0,Drugstore B
1/25/2017 3:00,M01AE,0.0,Drugstore B
1/25/2017 5:00,M01AE,0.0,Drugstore B
1/25/2017 8:00,M01AE,0.0,Drugstore B
1/26/2017 0:00,M01AE,0.0,Drugstore B
1/26/2017 1:00,M01AE,0.0,Drugstore B
1/26/2017 6:00,M01AE,0.0,Drugstore B
1/27/2017 1:00,M01AE,0.0,Drugstore B
1/27/2017 6:00,M01AE,0.0,Drugstore B
1/27/2017 7:00,M01AE,0.0,Drugstore B
1/27/2017 23:00,M01AE,0.0,Drugstore B
1/28/2017 5:00,M01AE,0.0,Drugstore B
1/28/2017 7:00,M01AE,0.0,Drugstore B
1/28/2017 16:00,M01AE,0.554166667,Drugstore B
1/28/2017 19:00,M01AE,0.0,Drugstore B
1/28/2017 23:00,M01AE,0.0,Drugstore B
1/29/2017 14:00,M01AE,0.558333333,Drugstore B
1/29/2017 19:00,M01AE,0.416666667,Drugstore B
1/30/2017 9:00,M01AE,0.1375,Drugstore B
1/30/2017 14:00,M01AE,0.0125,Drugstore B
1/31/2017 21:00,M01AE,0.445,Drugstore B
2/1/2017 4:00,M01AE,0.0,Drugstore B
2/1/2017 7:00,M01AE,0.0,Drugstore B
2/1/2017 11:00,M01AE,0.1375,Drugstore B
2/1/2017 15:00,M01AE,0.416666667,Drugstore B
2/1/2017 16:00,M01AE,0.558333333,Drugstore B
2/1/2017 18:00,M01AE,0.558333333,Drugstore B
2/2/2017 7:00,M01AE,0.0,Drugstore B
2/2/2017 8:00,M01AE,0.0,Drugstore B
2/2/2017 9:00,M01AE,0.0,Drugstore B
2/2/2017 12:00,M01AE,0.558333333,Drugstore B
2/2/2017 16:00,M01AE,0.141666667,Drugstore B
2/3/2017 2:00,M01AE,0.0,Drugstore B
2/3/2017 6:00,M01AE,0.0,Drugstore B
2/3/2017 10:00,M01AE,0.0,Drugstore B
2/3/2017 13:00,M01AE,0.275,Drugstore B
2/3/2017 15:00,M01AE,0.275,Drugstore B
2/3/2017 16:00,M01AE,0.01375,Drugstore B
2/4/2017 8:00,M01AE,0.0,Drugstore B
2/5/2017 0:00,M01AE,0.0,Drugstore B
2/5/2017 21:00,M01AE,0.0,Drugstore B
2/5/2017 22:00,M01AE,0.0,Drugstore B
2/6/2017 16:00,M01AE,1.0,Drugstore B
2/7/2017 6:00,M01AE,0.0,Drugstore B
2/7/2017 19:00,M01AE,0.0,Drugstore B
2/7/2017 23:00,M01AE,0.0,Drugstore B
2/8/2017 0:00,M01AE,0.0,Drugstore B
2/8/2017 1:00,M01AE,0.0,Drugstore B
2/8/2017 6:00,M01AE,0.0,Drugstore B
2/8/2017 9:00,M01AE,0.0,Drugstore B
2/8/2017 11:00,M01AE,0.0,Drugstore B
2/8/2017 14:00,M01AE,0.0,Drugstore B
2/8/2017 15:00,M01AE,0.0,Drugstore B
2/9/2017 15:00,M01AE,0.0,Drugstore B
2/10/2017 2:00,M01AE,0.0,Drugstore B
2/10/2017 3:00,M01AE,0.0,Drugstore B
2/10/2017 4:00,M01AE,0.0,Drugstore B
2/10/2017 7:00,M01AE,0.0,Drugstore B
2/10/2017 8:00,M01AE,0.0,Drugstore B
2/11/2017 1:00,M01AE,0.0,Drugstore B
2/11/2017 5:00,M01AE,0.0,Drugstore B
2/11/2017 8:00,M01AE,0.0,Drugstore B
2/11/2017 16:00,M01AE,0.0,Drugstore B
2/11/2017 17:00,M01AE,2.0,Drugstore B
2/11/2017 23:00,M01AE,0.0,Drugstore B
2/12/2017 10:00,M01AE,0.34,Drugstore B
2/12/2017 17:00,M01AE,2.0,Drugstore B
2/12/2017 20:00,M01AE,2.0,Drugstore B
2/13/2017 0:00,M01AE,0.0,Drugstore B
2/13/2017 3:00,M01AE,0.0,Drugstore B
2/13/2017 16:00,M01AE,0.0,Drugstore B
2/14/2017 0:00,M01AE,0.0,Drugstore B
2/14/2017 3:00,M01AE,0.0,Drugstore B
2/14/2017 10:00,M01AE,1.0,Drugstore B
2/16/2017 6:00,M01AE,0.0,Drugstore B
2/16/2017 12:00,M01AE,1.0,Drugstore B
2/16/2017 23:00,M01AE,0.0,Drugstore B
2/17/2017 5:00,M01AE,0.0,Drugstore B
2/17/2017 10:00,M01AE,1.0,Drugstore B
2/17/2017 13:00,M01AE,0.33,Drugstore B
2/18/2017 4:00,M01AE,0.0,Drugstore B
2/18/2017 10:00,M01AE,0.0,Drugstore B
2/18/2017 11:00,M01AE,1.0,Drugstore B
2/18/2017 14:00,M01AE,1.0,Drugstore B
2/18/2017 22:00,M01AE,0.0,Drugstore B
2/19/2017 1:00,M01AE,0.0,Drugstore B
2/19/2017 16:00,M01AE,0.0,Drugstore B
2/19/2017 23:00,M01AE,0.0,Drugstore B
2/20/2017 17:00,M01AE,0.0,Drugstore B
2/20/2017 21:00,M01AE,0.0,Drugstore B
2/21/2017 8:00,M01AE,0.33,Drugstore B
2/21/2017 15:00,M01AE,0.0,Drugstore B
2/22/2017 2:00,M01AE,0.0,Drugstore B
2/22/2017 6:00,M01AE,0.0,Drugstore B
2/22/2017 9:00,M01AE,0.0,Drugstore B
2/22/2017 19:00,M01AE,1.099,Drugstore B
2/22/2017 23:00,M01AE,0.0,Drugstore B
2/23/2017 7:00,M01AE,0.0,Drugstore B
2/23/2017 8:00,M01AE,0.0,Drugstore B
2/23/2017 10:00,M01AE,0.0,Drugstore B
2/23/2017 11:00,M01AE,1.33,Drugstore B
2/23/2017 15:00,M01AE,0.0,Drugstore B
2/24/2017 4:00,M01AE,0.0,Drugstore B
2/24/2017 6:00,M01AE,0.0,Drugstore B
2/24/2017 10:00,M01AE,1.0,Drugstore B
2/24/2017 18:00,M01AE,1.0,Drugstore B
2/25/2017 0:00,M01AE,0.0,Drugstore B
2/25/2017 4:00,M01AE,0.0,Drugstore B
2/25/2017 6:00,M01AE,0.0,Drugstore B
2/25/2017 8:00,M01AE,0.0,Drugstore B
2/25/2017 9:00,M01AE,0.0,Drugstore B
2/25/2017 10:00,M01AE,2.0,Drugstore B
2/25/2017 12:00,M01AE,0.0,Drugstore B
2/27/2017 1:00,M01AE,0.0,Drugstore B
2/27/2017 14:00,M01AE,0.0,Drugstore B
2/27/2017 15:00,M01AE,1.0,Drugstore B
2/27/2017 23:00,M01AE,0.0,Drugstore B
2/28/2017 6:00,M01AE,0.0,Drugstore B
2/28/2017 14:00,M01AE,1.0,Drugstore B
2/28/2017 15:00,M01AE,1.0,Drugstore B
2/28/2017 18:00,M01AE,1.34,Drugstore B
2/28/2017 20:00,M01AE,0.0,Drugstore B
2/28/2017 23:00,M01AE,0.0,Drugstore B
3/1/2017 22:00,M01AE,0.0,Drugstore B
3/2/2017 2:00,M01AE,0.0,Drugstore B
3/2/2017 3:00,M01AE,0.0,Drugstore B
3/2/2017 5:00,M01AE,0.0,Drugstore B
3/3/2017 1:00,M01AE,0.0,Drugstore B
3/3/2017 3:00,M01AE,0.0,Drugstore B
3/3/2017 12:00,M01AE,0.0,Drugstore B
3/3/2017 14:00,M01AE,0.0,Drugstore B
3/3/2017 19:00,M01AE,0.0,Drugstore B
3/4/2017 10:00,M01AE,1.0,Drugstore B
3/4/2017 11:00,M01AE,0.0,Drugstore B
3/4/2017 15:00,M01AE,0.33,Drugstore B
3/4/2017 19:00,M01AE,0.0,Drugstore B
3/5/2017 0:00,M01AE,0.0,Drugstore B
3/5/2017 2:00,M01AE,0.0,Drugstore B
3/5/2017 3:00,M01AE,0.0,Drugstore B
3/5/2017 5:00,M01AE,0.0,Drugstore B
3/5/2017 7:00,M01AE,0.0,Drugstore B
3/5/2017 11:00,M01AE,1.0,Drugstore B
3/5/2017 12:00,M01AE,0.0,Drugstore B
3/5/2017 14:00,M01AE,0.0,Drugstore B
3/5/2017 19:00,M01AE,2.0,Drugstore B
3/6/2017 3:00,M01AE,0.0,Drugstore B
3/6/2017 8:00,M01AE,0.0,Drugstore B
3/6/2017 10:00,M01AE,0.0,Drugstore B
3/6/2017 16:00,M01AE,0.0,Drugstore B
3/7/2017 3:00,M01AE,0.0,Drugstore B
3/7/2017 6:00,M01AE,0.0,Drugstore B
3/8/2017 0:00,M01AE,0.0,Drugstore B
3/8/2017 1:00,M01AE,0.0,Drugstore B
3/8/2017 16:00,M01AE,0.0,Drugstore B
3/8/2017 21:00,M01AE,0.0,Drugstore B
3/9/2017 0:00,M01AE,0.0,Drugstore B
3/9/2017 6:00,M01AE,0.0,Drugstore B
3/9/2017 22:00,M01AE,0.0,Drugstore B
3/10/2017 0:00,M01AE,0.0,Drugstore B
3/10/2017 2:00,M01AE,0.0,Drugstore B
3/10/2017 9:00,M01AE,1.0,Drugstore B
3/10/2017 15:00,M01AE,0.0,Drugstore B
3/11/2017 0:00,M01AE,0.0,Drugstore B
3/11/2017 1:00,M01AE,0.0,Drugstore B
3/11/2017 2:00,M01AE,0.0,Drugstore B
3/11/2017 15:00,M01AE,0.0,Drugstore B
3/11/2017 20:00,M01AE,1.0,Drugstore B
3/11/2017 22:00,M01AE,0.0,Drugstore B
3/11/2017 23:00,M01AE,0.0,Drugstore B
3/12/2017 6:00,M01AE,0.0,Drugstore B
3/13/2017 0:00,M01AE,0.0,Drugstore B
3/13/2017 2:00,M01AE,0.0,Drugstore B
3/13/2017 14:00,M01AE,0.0,Drugstore B
3/14/2017 4:00,M01AE,0.0,Drugstore B
3/14/2017 9:00,M01AE,0.0,Drugstore B
3/14/2017 10:00,M01AE,0.0,Drugstore B
3/14/2017 12:00,M01AE,0.0,Drugstore B
3/14/2017 18:00,M01AE,1.0,Drugstore B
3/15/2017 4:00,M01AE,0.0,Drugstore B
3/15/2017 10:00,M01AE,0.34,Drugstore B
3/15/2017 17:00,M01AE,0.0,Drugstore B
3/16/2017 2:00,M01AE,0.0,Drugstore B
3/16/2017 4:00,M01AE,0.0,Drugstore B
3/16/2017 6:00,M01AE,0.0,Drugstore B
3/16/2017 7:00,M01AE,0.0,Drugstore B
3/16/2017 8:00,M01AE,1.033,Drugstore B
3/16/2017 10:00,M01AE,0.033,Drugstore B
3/16/2017 13:00,M01AE,1.0,Drugstore B
3/16/2017 14:00,M01AE,0.0,Drugstore B
3/16/2017 19:00,M01AE,0.33,Drugstore B
3/17/2017 6:00,M01AE,0.0,Drugstore B
3/17/2017 7:00,M01AE,0.0,Drugstore B
3/17/2017 8:00,M01AE,0.33,Drugstore B
3/17/2017 9:00,M01AE,0.0,Drugstore B
3/17/2017 10:00,M01AE,0.0,Drugstore B
3/17/2017 11:00,M01AE,0.34,Drugstore B
3/19/2017 1:00,M01AE,0.0,Drugstore B
3/19/2017 15:00,M01AE,0.0,Drugstore B
3/19/2017 23:00,M01AE,0.0,Drugstore B
3/20/2017 0:00,M01AE,0.0,Drugstore B
3/20/2017 14:00,M01AE,0.0,Drugstore B
3/20/2017 20:00,M01AE,1.33,Drugstore B
3/21/2017 17:00,M01AE,0.03,Drugstore B
3/21/2017 18:00,M01AE,0.0,Drugstore B
3/21/2017 19:00,M01AE,0.0,Drugstore B
3/22/2017 7:00,M01AE,0.0,Drugstore B
3/22/2017 23:00,M01AE,0.0,Drugstore B
3/23/2017 6:00,M01AE,0.0,Drugstore B
3/23/2017 8:00,M01AE,0.1,Drugstore B
3/23/2017 10:00,M01AE,0.0,Drugstore B
3/23/2017 11:00,M01AE,0.0,Drugstore B
3/23/2017 15:00,M01AE,0.0,Drugstore B
3/23/2017 17:00,M01AE,1.0,Drugstore B
3/23/2017 18:00,M01AE,0.0,Drugstore B
3/23/2017 20:00,M01AE,0.0,Drugstore B
3/24/2017 0:00,M01AE,0.0,Drugstore B
3/24/2017 5:00,M01AE,0.0,Drugstore B
3/24/2017 6:00,M01AE,0.0,Drugstore B
3/24/2017 9:00,M01AE,0.0,Drugstore B
3/24/2017 11:00,M01AE,0.0,Drugstore B
3/24/2017 13:00,M01AE,0.0,Drugstore B
3/24/2017 15:00,M01AE,0.0,Drugstore B
3/25/2017 1:00,M01AE,0.0,Drugstore B
3/25/2017 6:00,M01AE,0.0,Drugstore B
3/25/2017 12:00,M01AE,1.0,Drugstore B
3/25/2017 13:00,M01AE,0.33,Drugstore B
3/25/2017 16:00,M01AE,0.33,Drugstore B
3/25/2017 19:00,M01AE,0.0,Drugstore B
3/26/2017 16:00,M01AE,0.0,Drugstore B
3/26/2017 20:00,M01AE,0.0,Drugstore B
3/27/2017 2:00,M01AE,0.0,Drugstore B
3/27/2017 9:00,M01AE,0.33,Drugstore B
3/27/2017 10:00,M01AE,1.0,Drugstore B
3/27/2017 11:00,M01AE,0.0,Drugstore B
3/27/2017 17:00,M01AE,0.0,Drugstore B
3/28/2017 4:00,M01AE,0.0,Drugstore B
3/29/2017 0:00,M01AE,0.0,Drugstore B
3/29/2017 9:00,M01AE,0.0,Drugstore B
3/29/2017 23:00,M01AE,0.0,Drugstore B
3/30/2017 2:00,M01AE,0.0,Drugstore B
3/30/2017 15:00,M01AE,0.0,Drugstore B
3/30/2017 21:00,M01AE,1.33,Drugstore B
3/31/2017 5:00,M01AE,0.0,Drugstore B
3/31/2017 9:00,M01AE,0.0,Drugstore B
3/31/2017 14:00,M01AE,2.0,Drugstore B
3/31/2017 15:00,M01AE,0.0,Drugstore B
3/31/2017 17:00,M01AE,0.0,Drugstore B
3/31/2017 19:00,M01AE,0.0,Drugstore B
3/31/2017 22:00,M01AE,0.0,Drugstore B
4/1/2017 6:00,M01AE,0.0,Drugstore B
4/1/2017 11:00,M01AE,0.0,Drugstore B
4/1/2017 14:00,M01AE,0.0,Drugstore B
4/2/2017 1:00,M01AE,0.0,Drugstore B
4/2/2017 6:00,M01AE,0.0,Drugstore B
4/2/2017 7:00,M01AE,0.0,Drugstore B
4/2/2017 9:00,M01AE,0.0,Drugstore B
4/2/2017 11:00,M01AE,1.233,Drugstore B
4/2/2017 17:00,M01AE,0.33,Drugstore B
4/2/2017 20:00,M01AE,1.0,Drugstore B
4/3/2017 1:00,M01AE,0.0,Drugstore B
4/3/2017 18:00,M01AE,1.0,Drugstore B
4/4/2017 1:00,M01AE,0.0,Drugstore B
4/4/2017 10:00,M01AE,0.0,Drugstore B
4/4/2017 17:00,M01AE,0.0,Drugstore B
4/4/2017 22:00,M01AE,0.0,Drugstore B
4/5/2017 10:00,M01AE,0.0,Drugstore B
4/5/2017 14:00,M01AE,0.0,Drugstore B
4/6/2017 2:00,M01AE,0.0,Drugstore B
4/6/2017 3:00,M01AE,0.0,Drugstore B
4/6/2017 4:00,M01AE,0.0,Drugstore B
4/7/2017 11:00,M01AE,0.34,Drugstore B
4/7/2017 21:00,M01AE,0.0,Drugstore B
4/7/2017 22:00,M01AE,0.0,Drugstore B
4/8/2017 2:00,M01AE,0.0,Drugstore B
4/8/2017 8:00,M01AE,0.0,Drugstore B
4/8/2017 16:00,M01AE,0.34,Drugstore B
4/8/2017 21:00,M01AE,0.0,Drugstore B
